ID,Location,Price,Experience,Other
385225,3,3,2,2
385603,1,4,1,4
385908,2,2,1,3
386193,2,4,1,3
386297,2,1,1,4
386317,5,3,3,4
386673,4,4,3,1
386884,5,3,1,2
387047,3,4,1,1
388291,4,4,1,2
388767,2,1,2,2
388790,1,1,1,4
388897,4,3,2,3
389732,3,3,1,2
390683,2,1,3,4
390834,4,2,3,2
391704,5,2,2,3
391791,2,2,2,4
391946,5,1,3,1
392060,5,4,1,2
392176,4,3,3,4
392222,3,4,3,2
392426,5,2,1,3
392980,5,3,3,1
393080,1,4,1,4
393636,2,1,1,3
394365,2,2,1,1
394883,3,1,2,1
395051,4,4,3,4
395236,3,4,2,2
395974,3,3,3,2
395996,2,3,1,1
396228,1,1,3,2
397165,5,3,3,2
397870,1,3,2,4
397951,2,2,3,1
397983,5,1,1,1
398002,2,4,2,2
398183,2,4,1,2
398330,1,1,1,3
398598,1,3,1,4
398810,2,2,2,2
399052,4,4,3,1
399122,2,1,1,4
399199,4,3,1,1
399219,3,3,2,1
399333,2,2,3,1
399702,1,4,3,1
399788,5,3,2,2
400106,5,1,2,3
400442,4,1,2,4
400498,1,2,2,1
400531,4,3,1,2
401069,5,3,3,1
401101,5,4,3,3
401717,5,1,3,2
401738,1,4,3,2
401791,2,1,2,1
401876,1,2,2,1
401879,2,3,3,2
402836,5,1,1,2
402959,5,3,3,1
403072,5,3,2,1
403545,3,1,1,1
403603,3,2,3,1
403881,4,3,1,4
404014,2,1,2,3
405152,2,4,2,3
405499,5,1,2,2
405507,2,1,1,3
405711,2,4,3,1
405749,1,2,1,1
407067,4,4,3,2
407072,5,1,3,2
407080,1,4,2,1
407749,5,1,3,1
408094,5,2,2,1
408515,4,1,3,1
408580,3,1,1,1
410512,1,1,1,1
410578,1,1,1,1
410634,5,2,1,1
411199,5,4,3,1
411559,2,2,2,1
412580,2,4,1,4
412637,3,4,3,2
412672,2,1,2,4
413145,2,4,3,1
413421,5,4,2,1
413451,3,3,3,1
413579,5,1,1,3
413828,2,4,2,2
413909,1,3,1,1
415311,2,2,3,2
415521,2,2,1,1
415758,3,2,2,3
415833,2,3,3,4
415974,1,2,2,1
416057,1,1,2,4
416221,2,2,3,1
416536,1,3,1,1
417192,2,2,1,2
417220,1,4,2,4
417301,4,2,3,4
417428,5,1,3,2
417549,1,2,2,1
417642,3,3,2,2
417932,3,4,1,1
418561,1,4,3,3
418610,1,1,1,1
419023,2,1,1,4
419604,4,3,1,3
419714,1,4,3,4
421080,2,4,3,3
421141,1,3,3,2
421477,1,2,1,1
421771,3,1,1,3
421911,3,4,3,2
422555,2,4,2,4
422796,1,1,1,2
422933,4,2,2,2
423264,1,4,1,3
423652,5,3,3,2
423675,4,1,3,2
423700,2,2,2,4
423704,1,3,3,3
424495,4,1,3,4
424605,5,1,3,2
425665,3,1,1,2
425894,5,1,1,2
426096,4,3,1,3
426184,3,3,1,1
426271,5,1,1,2
426533,5,1,3,4
426965,2,4,2,1
427206,3,4,1,1
427595,5,3,2,2
427631,3,3,1,1
428063,3,1,3,3
428125,4,1,2,1
428370,5,2,1,3
428471,1,3,3,4
428524,2,4,3,3
428529,1,4,1,4
428903,5,3,1,4
429043,3,4,1,4
429561,5,3,2,3
429884,2,3,2,1
430060,1,3,3,3
430259,4,1,2,4
430341,1,1,3,1
430632,3,4,3,4
430637,5,1,3,4
430638,4,3,2,2
430702,2,4,2,4
430827,1,3,2,4
431046,2,4,2,3
431455,2,3,2,4
431815,3,3,3,4
431902,5,2,2,1
432027,2,1,2,3
432464,5,4,2,2
432785,5,2,2,2
433832,1,4,1,1
433861,3,4,2,3
434066,1,4,2,4
434071,1,1,1,4
434404,1,3,3,4
434732,2,4,2,3
434898,2,2,1,3
435163,3,2,1,1
435417,5,4,1,2
435685,4,3,3,3
436068,3,3,1,4
436738,5,1,3,2
437139,1,4,1,2
437278,3,2,2,3
437325,3,3,1,2
437367,5,3,1,3
437630,1,4,3,4
437712,4,4,2,2
438821,5,3,2,1
439663,1,3,3,1
440102,5,2,2,2
440512,4,1,2,2
440531,2,4,2,3
440668,2,3,1,1
440861,1,2,3,2
441244,1,3,2,3
441245,3,3,1,3
441278,1,4,3,1
441541,2,1,2,4
441909,2,4,1,3
442041,2,3,2,1
442555,2,1,2,1
442641,4,4,1,2
443034,4,2,3,2
443181,5,4,2,1
443336,5,3,3,2
443889,2,3,1,1
443938,2,2,3,3
444020,2,3,2,1
444040,5,3,3,3
444185,1,3,3,4
444985,3,3,3,4
445240,3,3,1,2
445573,3,2,2,2
445857,5,4,1,2
446051,2,3,1,2
446946,5,4,2,3
447144,4,3,1,4
447332,5,3,3,4
447458,5,2,2,1
447614,5,1,1,4
447665,3,4,2,1
447797,1,4,3,1
448176,3,3,2,2
448387,1,1,1,4
449044,1,2,1,2
449464,2,1,3,4
449524,1,1,3,4
449540,2,1,3,2
449913,3,4,3,1
449982,3,2,2,2
450002,5,4,1,1
450057,5,1,3,3
450798,5,3,1,2
450849,5,2,2,1
451251,2,3,3,1
451719,2,4,1,3
452011,2,1,2,3
452198,1,3,1,3
452788,3,3,3,1
453260,4,4,3,3
453312,1,4,3,4
453565,1,2,1,4
453567,5,1,2,1
453988,2,2,1,3
454083,3,4,3,2
454248,1,2,2,2
454531,5,3,1,3
454870,2,2,3,4
454919,4,2,1,2
454998,3,3,2,3
456198,1,4,3,2
457772,2,3,3,1
457774,4,4,3,2
458461,3,1,2,3
458542,1,1,3,4
459399,3,3,2,4
459868,2,3,3,4
460138,4,1,2,2
460175,3,2,2,3
460741,2,1,2,2
460843,1,4,2,2
461875,3,2,1,4
462056,3,2,2,1
462138,4,1,2,3
462261,2,2,2,1
462580,4,4,3,1
462741,1,4,2,4
462913,2,3,3,1
463077,2,2,2,2
463083,1,4,3,2
463706,1,4,2,2
463888,3,3,3,4
463993,4,1,2,3
464193,5,4,1,1
465088,1,2,1,4
465191,1,3,1,3
465438,4,1,3,1
465529,1,4,3,2
465831,2,3,1,1
466518,2,4,1,1
467552,3,2,3,4
467926,3,3,1,2
467955,3,2,3,3
468123,1,2,1,2
468848,2,2,2,3
469176,4,4,2,2
469672,2,2,3,1
469703,2,2,3,3
469822,5,3,1,1
470019,2,2,3,1
470247,5,3,2,1
470418,4,2,2,3
470699,1,3,3,1
470997,4,1,3,1
471139,3,1,2,1
471170,4,1,1,1
471445,3,2,2,1
471872,4,1,3,4
472301,4,4,2,4
472482,3,3,2,4
472567,2,2,3,1
473298,5,4,1,2
473468,3,1,1,2
473597,2,2,2,2
473770,1,1,1,1
474381,4,1,2,4
474769,3,3,3,2
475743,3,1,2,4
475814,2,3,3,1
475835,2,4,2,4
476030,3,1,3,4
476075,3,4,3,4
476360,5,3,1,4
476419,1,1,3,2
476441,4,2,1,4
477015,5,4,1,4
477202,5,4,2,2
477224,1,4,1,3
478016,2,1,2,3
479330,4,1,1,2
480434,1,2,1,4
480517,1,3,1,3
480947,4,3,2,2
480955,2,1,1,3
481403,4,4,3,1
482386,1,2,1,1
482744,1,4,1,4
482974,1,1,1,1
483462,1,4,3,1
484088,1,2,1,2
484319,2,1,3,4
484367,1,2,3,4
484489,4,2,1,2
484751,4,4,1,3
485178,4,4,1,3
485596,3,2,3,3
485944,2,1,2,2
487162,4,4,1,3
487444,4,4,1,1
487663,3,1,3,1
487893,1,1,2,4
487943,1,2,1,4
488015,3,1,1,3
488791,3,1,1,1
489306,2,4,2,2
489621,2,3,2,3
489664,5,2,1,3
489701,5,2,2,4
489849,1,4,1,3
490310,2,2,3,3
490506,2,4,2,2
490632,3,4,1,2
490636,1,2,1,4
490983,2,4,3,3
491215,5,2,3,4
491419,1,4,1,4
491465,1,1,2,3
491782,5,3,3,3
491922,4,4,2,1
492119,4,3,2,4
492138,4,4,3,1
492166,5,3,2,1
492234,2,3,2,2
493333,1,1,2,1
494294,1,2,2,2
494823,4,1,1,3
494953,2,2,3,3
495669,5,2,3,2
495716,5,2,1,2
495996,5,2,1,1
496031,1,1,3,4
496125,3,3,1,3
496189,2,4,2,1
496915,2,3,1,3
497197,5,4,1,1
497228,1,2,3,3
497576,2,1,2,4
498003,5,4,3,4
498181,4,4,2,2
498780,4,2,1,3
498847,3,1,2,3
498985,2,1,1,4
499007,4,1,3,1
499260,1,1,1,2
500309,2,4,3,3
501922,1,1,1,1
502004,5,3,3,4
502428,4,3,3,3
502674,5,1,2,1
503360,2,2,3,4
503596,4,2,2,3
503615,2,3,1,2
504226,2,1,2,2
504325,2,4,3,4
504587,3,2,3,2
505462,3,4,3,2
505752,1,2,3,2
505767,4,4,1,3
505864,2,2,3,2
506252,5,2,1,3
506419,2,3,2,2
506494,1,3,2,3
506632,3,3,1,4
506953,5,1,3,3
507004,4,2,3,4
507633,2,3,1,1
507858,2,2,3,1
508068,4,3,3,3
508142,4,4,1,2
508714,5,2,3,3
508963,2,2,1,1
509006,4,2,2,3
509545,4,3,3,1
509824,3,4,3,4
510094,5,3,2,1
510750,1,4,3,1
511185,3,2,1,4
511570,5,4,1,1
511635,2,1,3,4
511659,2,4,3,1
511795,1,2,3,4
512089,3,4,1,3
512188,4,2,1,2
512844,1,1,1,1
512930,3,3,2,1
513225,5,4,2,4
513562,4,1,2,4
513843,1,2,1,3
513985,2,4,3,4
514031,1,1,1,1
514928,4,4,2,1
515215,1,2,1,3
515339,3,1,3,2
515994,1,4,1,3
517264,5,1,3,2
517682,1,3,2,2
518025,4,2,3,4
518185,4,1,2,1
518275,1,1,2,1
518412,4,2,3,1
518507,5,2,1,2
518813,1,2,1,4
518955,2,3,3,2
519022,3,4,3,2
519272,3,4,1,3
519287,4,1,3,4
519340,4,4,1,2
519479,3,3,2,1
519636,4,3,3,2
519979,1,2,1,3
520119,4,3,1,2
520172,4,2,2,2
520579,3,3,1,2
520613,4,4,1,1
520654,4,3,1,3
520800,3,3,3,3
521043,3,2,3,2
521045,4,1,3,4
521082,2,3,3,2
521145,4,1,3,4
521168,3,3,3,1
521391,2,1,3,4
521683,4,3,3,2
522206,5,2,3,3
522274,3,2,1,2
522390,4,1,3,3
522424,4,2,2,4
522970,4,4,2,1
523262,3,1,1,1
523378,2,4,2,3
523541,2,2,3,2
523611,4,1,3,2
524124,2,4,2,1
524382,5,2,1,4
524857,5,1,1,4
524907,4,1,3,2
525129,2,3,3,1
525584,2,1,2,4
526762,1,1,2,2
526877,5,4,3,2
527018,4,1,2,4
527168,3,3,2,1
527439,2,1,2,2
527552,3,4,1,4
528154,1,1,3,2
528240,3,2,2,3
528302,5,2,1,3
528970,4,2,3,2
529406,5,3,2,2
529543,2,1,1,4
529636,1,4,1,3
529680,3,4,1,1
529955,1,2,3,1
531031,3,4,3,3
531386,1,2,1,2
532392,4,2,1,3
532502,4,1,3,1
533147,4,2,1,3
533527,3,4,3,2
533744,4,1,3,3
534424,1,1,3,3
534563,2,2,3,2
535496,1,1,3,4
535809,1,4,3,3
535864,4,3,3,1
536047,4,4,2,4
536411,1,2,1,1
537061,5,3,2,4
537221,4,4,2,4
537336,4,3,3,4
537507,2,4,3,4
537609,3,4,1,2
537616,1,2,3,4
538066,2,4,3,1
538237,1,4,1,2
538271,5,1,2,3
538315,4,4,2,3
538339,5,3,3,1
538683,4,4,3,1
538863,2,2,2,4
539164,2,4,2,2
539366,1,3,1,1
539849,5,3,3,4
540495,3,2,1,1
540864,4,4,3,4
541919,4,4,2,3
541969,4,3,2,3
542036,5,1,1,3
542509,1,2,2,3
543237,2,1,2,3
543515,4,2,3,3
543524,2,2,3,3
543823,1,2,3,4
544676,5,3,1,1
544841,3,3,3,4
546160,3,2,1,2
546605,3,3,2,4
547413,3,4,3,3
547511,4,2,2,3
547765,1,2,2,4
548304,5,4,3,4
548305,2,4,1,2
548399,4,2,3,1
548790,5,2,3,2
548869,4,4,1,3
549196,4,2,1,4
549615,5,3,1,1
549628,5,4,2,2
550170,3,1,2,2
550350,4,4,3,3
550439,2,4,1,4
550678,4,3,2,1
552127,3,1,1,1
552283,4,2,3,3
552311,1,4,2,3
552330,1,3,2,4
552754,3,3,3,2
552941,3,3,3,1
552994,4,2,2,1
553006,2,3,2,3
553277,3,4,2,2
553369,1,4,2,2
553421,5,3,1,2
553430,5,2,1,3
553499,5,2,2,3
553728,1,4,2,3
553804,1,2,2,4
554235,4,1,1,2
554578,4,3,1,4
554957,3,4,3,1
555069,1,4,1,4
555520,3,4,1,2
555532,4,2,1,2
555546,1,4,2,4
555997,1,4,2,2
556014,2,1,1,4
556355,4,2,1,4
556524,3,2,1,2
556584,5,1,3,4
557996,2,1,1,2
558011,3,1,1,4
558029,4,1,3,4
558694,5,3,2,4
559355,4,2,1,2
559371,5,2,2,2
559707,2,2,2,1
559934,4,3,2,3
560186,1,1,2,3
560339,1,1,2,3
560573,2,1,2,3
560678,2,2,2,1
560682,4,4,1,2
560916,4,3,1,2
560976,3,2,1,4
561330,2,4,1,4
561437,4,4,3,1
561778,3,4,3,3
561824,3,1,1,1
562103,4,2,1,1
562277,5,2,2,2
563183,1,2,3,2
563356,5,1,2,1
563412,5,4,3,3
563613,2,2,2,1
563945,4,3,3,1
563952,3,2,2,3
564122,4,1,2,1
564801,5,2,1,3
564985,4,3,3,4
565107,2,2,2,1
565464,4,2,2,2
565678,5,2,2,1
565855,1,2,1,4
567024,4,3,1,3
567131,4,2,2,2
567993,2,2,1,2
568239,4,3,1,1
568513,3,4,1,1
568535,1,4,3,2
568565,5,1,2,4
568617,3,1,3,1
568844,1,1,3,2
569561,3,2,3,4
570387,5,4,1,2
570462,3,3,1,2
570614,2,2,3,3
570846,1,4,3,4
571779,5,1,3,4
571897,5,4,3,4
572166,2,1,1,2
572831,1,2,2,1
573440,4,4,2,4
573688,5,4,2,2
573920,3,3,2,3
573998,2,3,2,1
574434,4,4,2,4
574507,3,3,3,1
574944,5,4,1,3
574953,3,4,1,1
575069,4,3,1,4
575629,2,1,2,3
577395,2,4,1,4
577478,1,2,2,3
577643,2,2,2,4
578005,5,4,2,2
578595,5,1,1,3
578804,5,3,2,3
579325,4,1,1,1
579448,2,2,3,3
579584,5,2,2,2
579796,1,4,1,4
580089,2,1,1,2
580099,3,2,3,3
580191,4,2,2,1
580239,4,4,3,3
580476,1,4,3,1
580878,4,4,3,1
581563,5,2,1,2
581818,4,3,1,3
581953,4,2,2,2
582177,3,2,2,4
582200,2,1,3,4
582350,4,3,2,1
582377,5,1,3,2
582745,3,1,2,4
583377,2,1,1,4
583696,4,1,2,1
584096,4,1,1,1
584328,2,1,3,3
584388,4,4,2,1
584720,2,3,1,3
584955,4,4,3,1
585192,2,4,3,1
585270,4,1,1,3
585388,4,3,1,3
586878,5,2,1,4
587941,2,2,3,3
588157,4,2,3,2
588196,2,2,1,4
588294,2,3,1,1
588622,1,2,3,4
588695,5,1,2,1
589037,3,4,3,2
589211,2,4,1,4
589286,1,1,3,2
589383,5,3,3,2
590069,3,4,3,4
590369,3,2,2,2
590411,1,2,1,1
590449,2,4,1,4
590813,3,4,3,3
591272,3,1,2,3
591409,4,4,3,4
591746,1,2,2,4
591867,2,3,2,4
592037,3,1,3,4
592094,4,4,3,1
592772,1,2,1,2
592920,1,1,2,1
593022,2,2,3,1
593181,4,3,1,1
593731,3,2,1,3
594019,1,2,2,2
596367,1,3,2,1
596450,5,3,1,2
596500,1,2,1,1
596525,3,2,3,2
596936,4,4,1,1
597255,4,4,2,4
597517,1,2,1,4
597608,2,3,1,2
598819,3,1,2,4
599072,3,3,1,3
599082,3,2,2,1
599334,1,4,1,2
599442,2,4,2,2
599644,5,2,1,2
599701,5,3,3,2
599927,3,1,3,2
600088,3,1,3,4
600096,3,4,1,3
600125,3,2,1,3
600304,5,2,3,4
600618,4,3,3,2
601406,3,1,1,2
601435,4,2,3,2
601467,4,1,3,1
601497,3,3,1,4
602413,5,3,1,2
602437,3,1,1,2
602862,2,3,1,4
602982,3,4,3,1
603021,3,2,2,3
603241,2,4,3,2
603630,5,2,3,3
603670,1,4,2,2
604022,2,4,2,3
604222,4,2,2,3
604598,2,4,1,3
605132,1,2,1,3
605480,4,2,3,3
607263,5,4,2,3
607761,3,2,1,4
608870,4,3,2,2
609125,2,1,3,3
609254,4,3,3,4
609563,3,1,3,1
609602,4,1,2,2
609751,3,4,3,4
609849,2,1,3,1
609893,2,2,1,1
610476,5,4,3,2
610488,3,1,3,1
611134,3,4,1,1
612393,4,2,1,1
612713,3,1,1,3
612734,2,2,2,3
612996,2,1,3,2
613343,4,3,3,3
613661,5,3,2,3
613689,5,4,2,4
613937,5,3,1,3
614196,2,3,2,3
614425,1,3,1,4
615028,1,4,3,4
615797,5,2,3,3
616302,5,4,3,4
617333,5,1,3,4
617381,4,2,3,3
617397,3,1,1,2
617426,4,2,2,3
617491,1,2,3,3
618120,1,2,3,4
618300,2,4,1,3
619714,5,2,2,2
620162,2,2,3,2
620828,3,4,1,4
620887,5,1,2,4
621719,2,2,1,3
621852,3,1,2,2
621907,4,2,2,4
621956,2,2,2,1
622791,5,2,2,4
622875,1,3,1,3
622889,2,1,2,3
623387,3,1,3,2
623891,5,3,3,3
624091,1,4,3,1
624146,1,4,3,3
624202,1,2,1,4
624244,2,1,3,2
624505,4,4,2,3
624601,5,4,1,1
624720,2,3,1,4
624918,5,4,2,3
625364,3,3,1,3
625407,3,3,2,1
625431,5,3,2,4
625963,4,2,1,3
626393,3,3,2,4
626638,1,4,2,2
627439,5,1,2,2
627863,2,1,2,2
629292,5,3,3,2
629541,4,3,1,2
629698,5,3,2,1
630225,4,2,1,1
630264,2,3,1,1
630376,5,3,1,1
630588,4,4,3,4
630792,3,3,3,2
630798,5,1,2,4
631045,1,1,1,1
631268,1,1,3,2
631914,5,2,1,3
631981,5,2,1,1
632881,3,2,3,3
633168,4,1,2,1
633530,3,3,3,3
633924,1,4,1,3
634936,4,2,3,1
635308,5,4,1,4
635733,1,1,1,2
635842,2,2,1,3
636345,3,4,3,3
636799,5,3,2,2
637264,2,4,1,1
637363,2,3,2,3
637799,3,3,2,4
637826,3,1,3,4
637973,5,3,1,1
638000,2,4,3,4
638554,5,1,3,3
638786,4,1,1,1
638973,2,1,3,3
639322,1,3,2,2
639369,1,3,1,4
639382,5,2,3,2
639509,3,3,1,1
640290,5,4,1,1
641045,3,1,1,3
641127,1,2,2,1
642197,3,4,3,3
642428,3,2,1,2
642875,1,4,2,1
643150,1,1,1,2
643934,2,2,2,3
644084,3,4,3,1
644210,1,2,3,1
644442,4,1,2,1
644677,1,1,1,1
644922,3,4,1,2
644943,4,2,3,2
645904,1,4,2,1
646231,2,2,3,4
646458,5,3,2,1
646484,1,2,1,3
646510,3,2,3,4
646599,4,4,1,3
647462,4,2,1,2
647512,1,3,3,4
647688,2,3,1,2
648125,4,4,1,4
648258,2,1,1,4
648611,1,2,2,3
648770,4,2,3,4
648895,1,3,1,2
648921,3,2,3,3
648961,5,3,1,1
648964,2,2,2,2
649178,5,3,2,3
649260,1,3,1,1
649298,1,2,1,4
650679,3,2,1,2
650917,4,3,3,2
651096,4,4,2,1
651285,4,4,1,3
651808,1,3,3,1
651883,1,2,1,2
652077,3,4,1,3
652294,4,3,1,3
652316,2,4,1,4
652510,4,4,2,3
652651,3,4,1,1
652823,4,3,1,1
652996,5,4,1,3
653319,4,1,1,4
653399,2,1,2,3
653436,5,4,2,3
653538,2,4,3,1
653593,1,3,1,2
654053,1,2,1,1
654150,2,2,1,2
654680,2,2,1,1
655191,4,1,1,1
655352,1,4,1,1
655536,3,1,2,1
655593,5,3,1,3
655714,3,1,2,4
655820,1,1,1,4
656112,3,4,3,4
656198,1,2,3,3
657113,4,4,1,3
657256,1,3,1,2
657497,4,3,2,3
657888,2,3,2,2
658198,4,1,3,3
658233,3,3,1,1
658430,2,3,1,3
658626,4,3,2,4
658817,3,2,2,3
659174,3,1,3,2
659612,5,4,2,1
659780,3,1,3,1
660393,3,2,3,1
660396,5,1,1,3
660789,5,3,3,4
660911,2,1,2,2
660912,2,2,3,3
661011,3,1,2,2
661327,2,4,1,4
661406,1,2,2,4
661515,1,1,1,4
661550,4,3,2,4
661843,3,4,2,1
662299,1,3,2,1
662306,5,4,1,3
662382,5,2,3,1
662408,3,4,1,4
662667,2,1,3,2
662833,1,2,2,1
663551,1,3,3,3
663749,1,2,1,3
664042,2,2,1,2
664633,4,4,3,3
665035,5,1,1,3
665047,2,3,2,3
665474,2,1,2,3
666061,5,3,1,1
666134,1,2,1,2
666247,4,2,2,3
666293,5,2,2,4
666305,2,3,2,2
666679,4,4,2,2
666806,1,4,3,1
667398,5,4,3,4
667644,1,1,3,1
667776,2,4,2,2
668047,2,3,1,3
668266,2,2,3,1
668396,3,2,2,3
668429,3,3,2,2
668816,5,3,2,3
669124,5,2,3,2
669558,1,4,3,4
669595,1,1,3,2
669839,2,3,3,2
670277,1,4,3,4
670349,5,4,1,2
670726,5,3,2,4
671040,5,3,1,2
671091,1,4,1,3
671176,1,2,1,2
671237,4,2,2,3
672013,4,4,1,1
672039,1,1,3,4
672476,3,1,1,2
672526,4,4,1,1
672613,3,4,1,4
673026,2,3,3,3
673077,5,2,1,4
673185,4,4,2,3
673208,1,2,1,3
673649,4,1,2,1
673712,4,1,1,4
673824,1,3,1,4
673954,5,3,3,1
674033,4,1,2,2
674082,4,4,3,4
674318,2,2,2,4
674613,5,1,1,4
674774,4,4,2,2
675279,2,2,1,4
675298,3,3,3,4
675332,1,1,2,4
675675,3,1,2,3
675752,1,4,2,2
675757,5,4,3,4
675783,3,4,1,1
676008,4,4,3,2
676461,2,4,2,3
676531,1,4,1,2
676593,1,3,3,4
676621,1,1,2,2
676951,5,2,1,4
677142,2,2,2,1
677427,4,4,2,4
677711,1,2,3,3
677957,3,1,3,1
678268,2,3,1,1
679055,2,2,2,4
679335,5,1,3,2
679364,5,4,1,2
679424,1,4,2,1
680267,5,2,3,2
681283,2,2,3,4
681651,5,3,3,1
682213,5,2,1,2
682391,1,4,1,1
683152,5,4,3,4
683217,5,3,1,4
683246,3,2,3,3
684243,5,1,1,2
684316,5,1,3,4
684385,1,2,1,3
684531,4,2,3,2
684649,2,1,3,2
684650,5,1,2,3
684979,3,4,1,1
685330,5,4,1,4
685521,1,3,2,1
685525,3,1,1,3
685674,4,4,1,3
685908,3,3,3,3
686169,2,1,1,3
686609,5,3,1,4
687447,4,1,3,2
687571,2,4,1,1
688941,2,1,2,1
689085,4,3,1,1
689331,1,4,2,2
689374,1,4,1,1
689799,3,4,3,4
690208,2,4,1,2
690382,3,3,2,1
690466,2,1,3,2
691616,4,2,1,3
691755,5,1,3,4
692145,5,2,1,1
692475,5,1,2,3
692506,5,1,2,2
692948,4,2,2,2
693351,2,3,2,2
693443,2,2,2,2
693916,5,4,2,4
694191,4,2,3,1
694394,5,3,3,4
694410,5,2,1,4
694586,2,3,2,3
694964,4,2,2,3
694966,5,2,2,4
695243,1,2,1,4
696287,3,4,3,1
697576,4,3,3,1
697583,2,1,1,1
697886,2,3,3,2
698311,2,2,1,2
698408,4,3,1,1
698640,3,2,2,4
698656,3,1,2,1
698681,4,1,1,4
698695,2,4,3,3
698822,3,1,1,4
698996,2,4,2,1
699091,3,1,1,4
699127,5,4,2,4
699282,2,3,3,2
699298,4,1,2,1
699747,1,2,3,2
700374,5,1,1,1
700490,2,4,1,1
701389,3,3,1,1
701573,1,4,2,4
701684,3,3,2,4
702233,3,4,3,4
703309,4,3,2,3
703484,5,1,3,2
704049,2,2,2,4
704137,5,3,3,4
704473,3,4,2,1
704888,4,3,1,4
705142,3,2,3,4
705540,3,1,3,1
706012,2,4,3,2
707631,5,3,1,1
707821,4,1,3,3
708093,5,2,1,2
708332,3,4,2,2
708871,4,3,1,2
709861,5,4,1,1
709998,2,3,3,4
710272,1,4,1,4
710330,5,3,2,1
710825,4,2,2,2
711715,4,2,1,4
712798,2,1,1,1
712802,1,4,3,4
712846,4,1,2,1
712976,5,1,3,2
713087,4,2,1,4
713214,1,2,1,2
713387,5,1,3,1
713870,1,2,3,3
714058,5,2,1,4
714153,4,3,2,3
714174,5,4,2,4
714346,3,1,2,2
714397,4,2,1,3
715123,2,2,2,2
715263,1,2,3,3
715684,1,1,1,3
715960,1,4,1,3
716006,1,2,2,4
716114,5,4,2,2
716209,5,3,3,3
716458,5,4,1,1
716657,5,1,1,2
716716,3,2,1,4
716937,2,3,3,1
718372,1,4,1,4
718687,2,4,1,4
718788,1,3,2,4
718933,1,1,2,3
718962,2,3,1,3
720200,4,4,1,1
720621,1,1,2,3
720971,2,4,1,1
721008,5,4,2,2
721575,1,1,2,1
722398,5,4,3,3
722455,3,1,1,2
722596,2,2,3,4
722679,5,4,3,3
723215,2,3,3,3
723729,2,4,1,4
724097,1,1,2,3
724392,1,1,3,2
724409,4,3,3,2
724621,4,4,3,2
725057,2,1,3,2
725235,2,2,3,1
725777,2,3,2,4
725812,5,3,3,2
725885,4,4,3,1
726115,2,4,1,2
726344,4,2,2,3
726420,1,3,2,4
726451,1,4,3,1
727526,2,3,3,4
727698,4,2,3,3
727987,4,1,3,4
727994,5,1,1,1
728080,2,3,3,1
728178,5,3,1,4
728660,3,3,2,1
728679,2,3,1,4
729198,4,3,1,2
729552,1,4,3,4
729649,3,3,1,1
729680,4,2,2,4
729719,2,3,1,1
730035,4,1,1,2
730494,2,4,3,3
731444,2,1,3,1
731477,1,2,2,2
731955,2,4,1,4
732223,5,3,1,3
732261,3,1,1,1
732368,3,2,2,1
733013,2,1,1,3
733191,1,4,1,4
733319,2,2,1,3
733869,1,3,2,4
734407,2,4,3,1
734768,5,1,3,1
735291,4,1,3,2
735359,3,1,3,4
735562,5,3,1,4
735927,1,3,2,3
736108,1,2,1,1
736278,4,4,2,1
736289,5,2,2,1
736909,5,3,1,3
737250,5,4,3,2
737928,2,3,3,2
738360,3,4,1,3
738597,4,3,2,3
739398,3,4,2,4
739512,5,4,3,4
740139,5,2,1,3
740266,2,3,3,2
740268,5,4,2,2
740724,2,4,1,3
740810,5,2,1,4
741725,5,3,1,3
742243,2,4,2,3
742865,4,2,2,4
742939,3,1,2,4
743188,1,2,3,2
743493,1,2,1,4
743723,4,2,3,3
743760,4,1,1,2
744066,1,4,2,1
744070,1,1,2,1
744577,5,4,1,1
744638,1,4,2,2
744774,5,2,2,3
744830,4,3,3,1
744834,2,1,1,4
744949,3,2,3,2
745451,4,2,2,3
745560,5,3,3,4
745793,2,4,1,4
746417,2,1,2,1
746431,2,3,2,3
746730,2,3,3,2
746966,1,4,2,3
747574,3,3,1,1
747727,2,1,3,4
747881,5,4,3,1
747901,2,2,2,2
748484,4,4,3,4
748579,3,2,2,3
749050,1,1,3,4
749158,4,4,2,1
749540,4,4,1,3
749910,1,3,2,2
750162,5,4,3,2
750401,2,2,2,2
750549,3,4,2,2
751422,3,3,3,1
751554,3,2,1,1
751556,3,1,1,1
751586,4,4,2,3
751812,1,3,2,2
752187,1,4,2,4
752288,3,4,3,3
752506,4,1,2,3
752689,4,2,3,3
752787,4,1,2,4
753269,3,4,3,1
753312,4,3,3,1
753415,3,4,3,3
753586,2,4,3,2
753762,4,3,2,2
754056,1,3,2,2
754391,4,4,1,3
754524,2,3,2,4
754902,1,2,1,2
755129,1,2,1,4
755588,2,2,2,3
755670,2,4,1,4
755753,2,2,2,3
756540,4,1,2,4
756640,2,1,1,2
756645,3,3,3,2
756691,4,1,2,3
756772,2,3,1,2
757930,5,3,3,3
757965,3,2,1,2
758099,2,1,2,4
758757,1,2,1,2
759579,4,2,1,4
759730,5,2,3,4
760122,1,3,3,2
760218,2,3,3,4
760322,3,1,1,4
760559,5,1,1,2
760589,2,2,2,4
760617,1,4,3,3
761465,4,4,3,2
761664,4,2,3,4
762112,4,2,2,1
762225,2,3,2,3
762364,1,2,2,2
762491,1,2,3,4
763187,2,4,1,2
